"time","coolingLoad","n","Mode","CT_c","CHP_c","CP_c","Chiller_c","Tset","Twb","valveOpen","Val9","Val10","StoragePumpSignal"
0,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
5,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
10,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
15,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
20,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
25,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
30,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
35,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
40,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
45,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
50,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
55,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
60,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
65,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
70,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
75,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
80,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
85,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
90,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
95,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
100,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
105,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
110,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
115,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
120,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
125,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
130,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
135,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
140,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
145,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
150,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
155,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
160,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
165,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
170,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
175,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
180,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
185,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
190,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
195,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
200,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
205,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
210,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
215,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
220,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
225,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
230,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
235,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
240,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
245,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
250,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
255,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
260,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
265,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
270,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
275,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
280,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
285,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
290,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
295,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
300,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
305,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
310,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
315,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
320,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
325,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
330,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
335,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
340,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
345,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
350,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
355,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
360,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
365,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
370,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
375,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
380,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
385,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
390,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
395,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
400,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
405,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
410,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
415,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
420,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
425,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
430,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
435,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
440,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
445,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
450,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
455,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
460,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
465,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
470,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
475,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
480,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
485,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
490,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
495,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
500,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
505,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
510,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
515,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
520,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
525,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
530,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
535,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
540,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
545,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
550,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
555,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
560,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
565,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
570,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
575,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
580,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
585,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
590,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
595,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
600,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
605,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
610,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
615,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
620,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
625,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
630,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
635,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
640,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
645,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
650,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
655,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
660,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
665,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
670,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
675,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
680,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
685,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
690,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
695,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
700,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
705,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
710,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
715,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
720,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
725,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
730,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
735,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
740,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
745,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
750,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
755,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
760,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
765,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
770,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
775,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
780,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
785,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
790,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
795,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
800,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
805,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
810,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
815,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
820,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
825,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
830,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
835,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
840,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
845,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
850,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
855,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
860,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
865,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
870,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
875,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
880,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
885,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
890,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
895,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
900,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
905,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
910,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
915,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
920,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
925,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
930,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
935,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
940,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
945,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
950,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
955,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
960,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
965,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
970,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
975,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
980,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
985,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
990,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
995,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1000,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1005,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1010,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1015,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1020,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1025,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1030,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1035,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1040,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1045,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1050,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1055,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1060,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1065,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1070,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1075,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1080,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1085,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1090,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1095,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1100,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1105,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1110,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1115,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1120,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1125,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1130,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1135,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1140,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1145,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1150,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1155,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1160,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1165,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1170,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1175,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1180,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1185,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1190,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1195,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1200,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1205,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1210,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1215,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1220,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1225,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1230,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1235,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1240,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1245,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1250,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1255,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1260,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1265,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1270,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1275,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1280,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1285,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1290,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1295,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1300,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1305,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1310,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1315,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1320,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1325,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1330,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1335,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1340,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1345,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1350,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1355,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1360,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1365,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1370,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1375,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1380,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1385,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1390,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1395,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1400,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1405,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1410,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1415,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1420,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1425,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1430,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1435,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
1440,7000000,1,1,1,1,1,1,293.0264766355844,300.15,0,0,1,1
